301
8.750e+02;-39.567
8.754e+02;-39.957
8.757e+02;-39.165
8.761e+02;-38.373
8.765e+02;-37.976
8.768e+02;-36.397
8.771e+02;-34.425
8.773e+02;-32.848
8.775e+02;-31.272
8.776e+02;-32.451
8.778e+02;-34.417
8.781e+02;-33.233
8.783e+02;-32.049
8.785e+02;-30.472
8.786e+02;-29.290
8.788e+02;-27.714
8.789e+02;-26.924
8.790e+02;-26.136
8.791e+02;-24.166
8.794e+02;-23.376
8.795e+02;-24.950
8.796e+02;-23.767
8.797e+02;-21.010
8.798e+02;-18.253
8.799e+02;-17.071
8.800e+02;-14.707
8.802e+02;-11.950
8.802e+02;-9.981
8.802e+02;-7.225
8.802e+02;-4.075
8.802e+02;-2.107
8.803e+02;-0.925
8.803e+02;1.437
8.803e+02;4.588
8.804e+02;7.738
8.804e+02;11.478
8.805e+02;13.841
8.805e+02;16.400
8.805e+02;18.368
8.805e+02;20.141
8.805e+02;22.897
8.806e+02;24.866
8.806e+02;27.032
8.807e+02;29.591
8.807e+02;31.560
8.807e+02;34.119
8.807e+02;36.284
8.807e+02;38.450
8.807e+02;36.482
8.807e+02;41.599
8.807e+02;43.765
8.807e+02;46.914
8.807e+02;48.687
8.807e+02;50.261
8.807e+02;53.017
8.807e+02;55.773
8.807e+02;57.348
8.808e+02;58.924
8.808e+02;61.286
8.808e+02;63.648
8.809e+02;66.011
8.809e+02;68.767
8.809e+02;71.917
8.810e+02;74.674
8.810e+02;77.036
8.810e+02;79.005
8.812e+02;80.188
8.813e+02;78.220
8.813e+02;76.252
8.813e+02;74.284
8.814e+02;71.529
8.816e+02;70.349
8.817e+02;72.319
8.817e+02;74.288
8.817e+02;76.257
8.818e+02;78.620
8.818e+02;80.588
8.819e+02;83.345
8.819e+02;84.920
8.819e+02;86.888
8.820e+02;88.858
8.820e+02;91.220
8.822e+02;93.191
8.822e+02;91.223
8.823e+02;88.861
8.823e+02;86.499
8.823e+02;83.743
8.823e+02;81.381
8.823e+02;78.626
8.824e+02;76.264
8.824e+02;74.295
8.824e+02;72.327
8.824e+02;70.359
8.824e+02;68.194
8.824e+02;65.831
8.824e+02;63.076
8.824e+02;61.304
8.824e+02;58.745
8.824e+02;59.729
8.824e+02;56.580
8.825e+02;54.612
8.825e+02;52.250
8.825e+02;50.675
8.825e+02;48.313
8.825e+02;45.951
8.825e+02;43.588
8.825e+02;40.242
8.825e+02;37.486
8.826e+02;35.322
8.826e+02;33.353
8.827e+02;31.582
8.827e+02;29.811
8.827e+02;28.039
8.827e+02;25.874
8.827e+02;23.906
8.827e+02;21.937
8.827e+02;19.772
8.827e+02;17.213
8.828e+02;14.654
8.828e+02;12.096
8.829e+02;10.128
8.829e+02;7.766
8.830e+02;5.405
8.830e+02;3.042
