875,-39.56693
875.35176,-39.95667
875.70352,-39.16531
876.1139,-38.3733
876.46566,-37.97564
876.81742,-36.39688
877.11055,-34.42508
877.28643,-32.8483
877.46231,-31.27152
877.63819,-32.45064
877.81407,-34.41716
878.1072,-33.23276
878.34171,-32.04902
878.51759,-30.47224
878.63484,-29.28982
878.75209,-27.7137
878.92797,-26.92432
879.04523,-26.1356
879.10385,-24.16644
879.39698,-23.37574
879.45561,-24.94988
879.63149,-23.7668
879.69012,-21.01023
879.80737,-18.25301
879.92462,-17.07059
880.04188,-14.70707
880.15913,-11.94984
880.21776,-9.98068
880.21776,-7.22477
880.21776,-4.07517
880.21776,-2.10666
880.27638,-0.9249
880.27638,1.4373
880.33501,4.58757
880.39363,7.73784
880.42295,11.47832
880.45226,13.84086
880.45226,16.39991
880.45226,18.36842
880.51089,20.14073
880.5402,22.89697
880.56951,24.8658
880.62814,27.03181
880.65745,29.5912
880.68677,31.56003
880.65745,34.11876
880.68677,36.28444
880.71608,38.45012
880.74539,36.48195
880.68677,41.5994
880.68677,43.76476
880.68677,46.91436
880.74539,48.68667
880.74539,50.26148
880.74539,53.01738
880.74539,55.77329
880.74539,57.34809
880.80402,58.92355
880.80402,61.28576
880.80402,63.64796
880.86265,66.01083
880.86265,68.76673
880.92127,71.917
880.9799,74.67356
880.9799,77.03577
881.03853,79.00493
881.21441,80.18801
881.27303,78.22017
881.33166,76.25232
881.33166,74.28382
881.39028,71.52857
881.56616,70.34945
881.68342,72.31927
881.74204,74.28844
881.74204,76.25694
881.80067,78.61981
881.80067,80.58831
881.8593,83.34487
881.8593,84.91968
881.8593,86.88818
881.97655,88.858
881.97655,91.22021
882.15243,93.19069
882.21106,91.22285
882.26968,88.8613
882.26968,86.4991
882.26968,83.74319
882.29899,81.38132
882.32831,78.62574
882.35762,76.26387
882.35762,74.29536
882.38693,72.32719
882.38693,70.35868
882.41625,68.19366
882.41625,65.83145
882.41625,63.07555
882.41625,61.30389
882.41625,58.74484
882.38693,59.72876
882.44556,56.57982
882.50419,54.61197
882.50419,52.24977
882.50419,50.67496
882.50419,48.31276
882.50419,45.95055
882.50419,43.58835
882.50419,40.24189
882.5335,37.48632
882.59213,35.32162
882.62144,33.35345
882.65075,31.58212
882.68007,29.8108
882.70938,28.03948
882.70938,25.87412
882.73869,23.90595
882.73869,21.93744
882.73869,19.77209
882.73869,17.21303
882.76801,14.65431
882.82663,12.09591
882.85595,10.12774
882.91457,7.76619
882.9732,5.40465
882.9732,3.04244
882.9732,0.28654
883.14908,-1.67999
883.14908,-3.64849
