883.14908,-4.82959
883.20771,-6.79744
883.32496,-8.37092
883.38358,-10.33877
883.50084,-12.30595
883.55946,-14.2738
883.61809,-16.63534
883.8526,-17.81381
883.91122,-19.38795
883.91122,-20.96275
884.0871,-22.53558
884.20436,-24.10906
884.43886,-25.28753
884.55611,-26.86101
884.67337,-28.8282
884.9665,-30.3997
885.31826,-31.18315
885.78727,-32.35897
886.13903,-33.53612
886.43216,-34.32022
886.78392,-35.10367
887.1943,-35.49275
887.60469,-35.48814
888.01508,-35.48352
888.30821,-35.87392
888.65997,-37.05107
888.9531,-37.04777
889.30486,-37.04381
889.53936,-38.22228
889.8325,-37.43158
890.18425,-36.64022
890.59464,-37.02931
890.9464,-37.41905
891.29816,-37.80879
891.64992,-38.59224
892.00168,-39.76938
892.29481,-39.37239
892.58794,-38.97539
892.88107,-38.18469
893.1742,-36.60659
893.46734,-36.20959
893.76047,-35.41889
894.0536,-35.8093
894.46399,-36.19838
894.69849,-35.01464
895.05025,-33.82958
895.22613,-31.8591
895.46064,-29.10056
895.57789,-27.13073
895.75377,-25.16025
895.92965,-22.79607
896.0469,-20.43254
896.10553,-17.67598
896.22278,-14.52505
896.34003,-12.55523
896.45729,-10.58541
896.51591,-9.00994
896.63317,-10.97713
896.69179,-12.94497
896.75042,-14.91282
897.04355,-14.90952
897.1608,-13.3334
897.21943,-11.75794
897.33668,-9.78811
897.39531,-7.42525
897.45394,-4.27498
897.51256,-1.91212
897.62982,0.4514
897.62982,2.41991
897.74707,4.38973
897.74707,7.14564
897.74707,9.11414
897.74707,10.68894
897.86432,13.44617
897.92295,16.20273
897.98157,17.7782
898.09883,19.35432
898.21608,21.71784
898.33333,20.14436
898.39196,18.17651
898.45059,20.53938
898.56784,22.9029
898.56784,25.26511
898.62647,28.02167
898.68509,29.99083
898.68509,32.35304
898.74372,34.7159
898.80235,37.86617
898.86097,40.62273
898.9196,43.3793
898.9196,46.1352
898.97822,48.89177
899.03685,52.04203
899.09548,54.4049
899.1541,57.55516
899.21273,59.91803
899.21273,62.67393
899.27136,64.6431
899.27136,66.2179
899.32998,68.97447
899.32998,71.73037
899.44724,73.70019
899.56449,75.67002
899.56449,74.09521
899.68174,72.12803
899.68174,70.94693
899.74037,69.37278
899.79899,67.40494
899.79899,65.43643
899.85762,63.86229
899.85762,61.89379
899.91625,59.13854
899.91625,57.56374
899.91625,55.20153
899.97487,53.23369
899.97487,51.26518
900.0335,49.29734
900.0335,46.93513
900.09213,44.17989
900.09213,41.81768
900.15075,39.06244
900.15075,36.30653
900.20938,34.33869
900.26801,31.97714
900.32663,29.6156
900.38526,27.64775
900.38526,26.07295
900.44389,23.7114
900.44389,20.9555
900.50251,18.98765
900.61977,16.62677
900.61977,13.47716
900.67839,11.11562
900.73702,8.75407
900.73702,6.39187
900.85427,4.81838
900.9129,2.85054
900.9129,0.48833
901.1474,-1.08383
901.26466,-2.65732
901.32328,-4.62516
901.44054,-6.59234
901.61642,-8.55887
901.79229,-10.1317
901.90955,-12.49258
902.20268,-13.27669
902.37856,-14.84951
902.61307,-16.42168
902.9062,-17.99318
903.08208,-19.56601
903.25796,-21.92623
903.66834,-22.31532
903.90285,-23.10008
904.13735,-24.27854
904.48911,-24.27459
904.78224,-24.27129
905.134,-24.26733
905.36851,-25.4458
905.66164,-25.4425
906.07203,-25.43788
906.42379,-25.04023
906.8928,-25.42865
907.24456,-26.9995
907.53769,-26.9962
907.88945,-26.99224
908.24121,-27.77569
908.65159,-27.77107
909.00335,-28.55452
909.35511,-28.15686
909.70687,-28.5466
910.05863,-28.93635
910.41039,-28.93239
910.70352,-28.92909
910.93802,-28.92646
